token;doc_id;tfidf
SIGNIFICANCE;00001;34.52749972463931
SIGNIFICANCE;00074;34.52749972463931
SIGNIFICANCE;00078;34.52749972463931
SIGNIFICANCE;00121;34.52749972463931
SIGNIFICANCE;00147;34.52749972463931
SIGNIFICANCE;00157;34.52749972463931
SIGNIFICANCE;00179;34.52749972463931
SIGNIFICANCE;00185;34.52749972463931
SIGNIFICANCE;00195;34.52749972463931
SIGNIFICANCE;00205;34.52749972463931
SIGNIFICANCE;00223;34.52749972463931
SIGNIFICANCE;00258;34.52749972463931
SIGNIFICANCE;00319;34.52749972463931
SIGNIFICANCE;00355;34.52749972463931
SIGNIFICANCE;00402;34.52749972463931
SIGNIFICANCE;00411;34.52749972463931
SIGNIFICANCE;00412;34.52749972463931
SIGNIFICANCE;00485;34.52749972463931
SIGNIFICANCE;00526;34.52749972463931
SIGNIFICANCE;00555;34.52749972463931
SIGNIFICANCE;00593;34.52749972463931
SIGNIFICANCE;00631;34.52749972463931
SIGNIFICANCE;00809;34.52749972463931
SIGNIFICANCE;00858;34.52749972463931
SIGNIFICANCE;00923;34.52749972463931
SIGNIFICANCE;01151;34.52749972463931
PSEUDOMONAS;00001;23.460922313503886
PSEUDOMONAS;00001;23.460922313503886
PSEUDOMONAS;00007;23.460922313503886
PSEUDOMONAS;00008;23.460922313503886
PSEUDOMONAS;00018;23.460922313503886
PSEUDOMONAS;00061;23.460922313503886
PSEUDOMONAS;00062;23.460922313503886
PSEUDOMONAS;00079;23.460922313503886
PSEUDOMONAS;00080;23.460922313503886
PSEUDOMONAS;00081;23.460922313503886
PSEUDOMONAS;00082;23.460922313503886
PSEUDOMONAS;00123;23.460922313503886
PSEUDOMONAS;00135;23.460922313503886
PSEUDOMONAS;00148;23.460922313503886
PSEUDOMONAS;00152;23.460922313503886
PSEUDOMONAS;00159;23.460922313503886
PSEUDOMONAS;00160;23.460922313503886
PSEUDOMONAS;00161;23.460922313503886
PSEUDOMONAS;00176;23.460922313503886
PSEUDOMONAS;00177;23.460922313503886
PSEUDOMONAS;00178;23.460922313503886
PSEUDOMONAS;00188;23.460922313503886
PSEUDOMONAS;00200;23.460922313503886
PSEUDOMONAS;00250;23.460922313503886
PSEUDOMONAS;00260;23.460922313503886
PSEUDOMONAS;00265;23.460922313503886
PSEUDOMONAS;00271;23.460922313503886
PSEUDOMONAS;00282;23.460922313503886
PSEUDOMONAS;00384;23.460922313503886
PSEUDOMONAS;00394;23.460922313503886
PSEUDOMONAS;00427;23.460922313503886
PSEUDOMONAS;00447;23.460922313503886
PSEUDOMONAS;00458;23.460922313503886
PSEUDOMONAS;00459;23.460922313503886
PSEUDOMONAS;00460;23.460922313503886
PSEUDOMONAS;00469;23.460922313503886
PSEUDOMONAS;00479;23.460922313503886
PSEUDOMONAS;00505;23.460922313503886
PSEUDOMONAS;00550;23.460922313503886
PSEUDOMONAS;00556;23.460922313503886
PSEUDOMONAS;00590;23.460922313503886
PSEUDOMONAS;00611;23.460922313503886
PSEUDOMONAS;00668;23.460922313503886
PSEUDOMONAS;00696;23.460922313503886
PSEUDOMONAS;00753;23.460922313503886
PSEUDOMONAS;00778;23.460922313503886
PSEUDOMONAS;00800;23.460922313503886
PSEUDOMONAS;00802;23.460922313503886
PSEUDOMONAS;00842;23.460922313503886
PSEUDOMONAS;00865;23.460922313503886
PSEUDOMONAS;00884;23.460922313503886
PSEUDOMONAS;00890;23.460922313503886
PSEUDOMONAS;00905;23.460922313503886
PSEUDOMONAS;00912;23.460922313503886
PSEUDOMONAS;00913;23.460922313503886
PSEUDOMONAS;00922;23.460922313503886
PSEUDOMONAS;00987;23.460922313503886
