QueryNumber;Ranking;Doc;Similarity
00001;1;00568;0.7601642777692877
00001;2;00392;0.7576419765864352
00001;3;00437;0.7576419765864352
00001;4;00856;0.7554866423183193
00001;5;00533;0.7542650212688268
00001;6;00189;0.6772139368867679
00001;7;00754;0.6772139368867679
00001;8;00011;0.6647030470953269
00001;9;01188;0.6647030470953269
00001;10;00499;0.6628795616717353
00001;11;00302;0.6615384647684152
00001;12;00311;0.6615384647684152
00001;13;00742;0.6604061298870632
00001;14;00441;0.6599086329183496
00001;15;00052;0.654865760578951
00001;16;00398;0.6098922209364059
00001;17;00957;0.6092280943866826
00001;18;00439;0.6080840965676213
00001;19;00875;0.6080840965676213
00001;20;00950;0.6080840965676213
00001;21;00386;0.5868015042047848
00001;22;00523;0.5868015042047848
00001;23;00538;0.5868015042047848
00001;24;00543;0.5868015042047848
00001;25;00676;0.5868015042047848
00001;26;00693;0.5868015042047848
00001;27;00758;0.5868015042047848
00001;28;00765;0.5868015042047848
00001;29;00766;0.5868015042047848
00001;30;00767;0.5868015042047848
00001;31;00962;0.5868015042047848
00001;32;00999;0.5868015042047848
00001;33;01016;0.5868015042047848
00001;34;01120;0.5868015042047848
00001;35;01168;0.5868015042047848
00001;36;01197;0.5868015042047848
00001;37;01199;0.5868015042047848
00001;38;00043;0.5850458046292872
00001;39;01180;0.5850458046292872
00001;40;00151;0.5627507474792333
00001;41;00265;0.5627507474792333
00001;42;00451;0.5627507474792333
00001;43;00496;0.5627507474792333
00001;44;00502;0.5627507474792333
00001;45;00559;0.5627507474792333
00001;46;00658;0.5627507474792333
00001;47;00738;0.5627507474792333
00001;48;00867;0.5627507474792333
00001;49;00982;0.5627507474792333
00001;50;00552;0.5469526113005048
00001;51;00730;0.5469526113005048
00001;52;00914;0.5469526113005048
00001;53;00430;0.5434306149540951
00001;54;00497;0.5434306149540951
00001;55;01042;0.5434306149540951
00001;56;00139;0.5422059797220765
00001;57;00147;0.5422059797220765
00001;58;00246;0.5422059797220765
00001;59;00520;0.5422059797220765
00001;60;00527;0.5422059797220765
00001;61;00960;0.5422059797220765
00001;62;01107;0.5422059797220765
00001;63;01201;0.5422059797220765
00001;64;00511;0.5333631313304602
00001;65;00827;0.5325618264072921
00001;66;00481;0.5317739904071654
00001;67;00531;0.5317739904071654
00001;68;00003;0.5211918877426535
00001;69;00004;0.5211918877426535
00001;70;00013;0.5211918877426535
00001;71;00018;0.5211918877426535
00001;72;00031;0.5211918877426535
00001;73;00055;0.5211918877426535
00001;74;00059;0.5211918877426535
00001;75;00062;0.5211918877426535
00001;76;00063;0.5211918877426535
00001;77;00074;0.5211918877426535
00001;78;00083;0.5211918877426535
00001;79;00085;0.5211918877426535
00001;80;00089;0.5211918877426535
00001;81;00124;0.5211918877426535
00001;82;00137;0.5211918877426535
00001;83;00140;0.5211918877426535
00001;84;00141;0.5211918877426535
00001;85;00143;0.5211918877426535
00001;86;00144;0.5211918877426535
00001;87;00148;0.5211918877426535
00001;88;00150;0.5211918877426535
00001;89;00174;0.5211918877426535
00001;90;00185;0.5211918877426535
00001;91;00187;0.5211918877426535
00001;92;00190;0.5211918877426535
00001;93;00205;0.5211918877426535
00001;94;00206;0.5211918877426535
00001;95;00211;0.5211918877426535
00001;96;00218;0.5211918877426535
00001;97;00242;0.5211918877426535
00001;98;00243;0.5211918877426535
00001;99;00248;0.5211918877426535
00001;100;00260;0.5211918877426535
00001;101;00269;0.5211918877426535
00001;102;00312;0.5211918877426535
00001;103;00313;0.5211918877426535
00001;104;00314;0.5211918877426535
00001;105;00320;0.5211918877426535
00001;106;00322;0.5211918877426535
00001;107;00336;0.5211918877426535
00001;108;00337;0.5211918877426535
00001;109;00347;0.5211918877426535
00001;110;00355;0.5211918877426535
00001;111;00358;0.5211918877426535
00001;112;00366;0.5211918877426535
00001;113;00394;0.5211918877426535
00001;114;00397;0.5211918877426535
00001;115;00401;0.5211918877426535
00001;116;00411;0.5211918877426535
00001;117;00415;0.5211918877426535
00001;118;00424;0.5211918877426535
00001;119;00425;0.5211918877426535
00001;120;00427;0.5211918877426535
00001;121;00436;0.5211918877426535
00001;122;00438;0.5211918877426535
00001;123;00454;0.5211918877426535
00001;124;00455;0.5211918877426535
00001;125;00466;0.5211918877426535
00001;126;00469;0.5211918877426535
00001;127;00471;0.5211918877426535
00001;128;00489;0.5211918877426535
00001;129;00494;0.5211918877426535
00001;130;00508;0.5211918877426535
00001;131;00535;0.5211918877426535
00001;132;00536;0.5211918877426535
00001;133;00541;0.5211918877426535
00001;134;00562;0.5211918877426535
00001;135;00565;0.5211918877426535
00001;136;00572;0.5211918877426535
00001;137;00573;0.5211918877426535
00001;138;00584;0.5211918877426535
00001;139;00585;0.5211918877426535
00001;140;00588;0.5211918877426535
00001;141;00589;0.5211918877426535
00001;142;00597;0.5211918877426535
00001;143;00602;0.5211918877426535
00001;144;00614;0.5211918877426535
00001;145;00633;0.5211918877426535
00001;146;00647;0.5211918877426535
00001;147;00648;0.5211918877426535
00001;148;00669;0.5211918877426535
00001;149;00680;0.5211918877426535
00001;150;00684;0.5211918877426535
00001;151;00685;0.5211918877426535
00001;152;00689;0.5211918877426535
00001;153;00694;0.5211918877426535
00001;154;00705;0.5211918877426535
00001;155;00707;0.5211918877426535
00001;156;00722;0.5211918877426535
00001;157;00726;0.5211918877426535
00001;158;00731;0.5211918877426535
00001;159;00748;0.5211918877426535
00001;160;00749;0.5211918877426535
00001;161;00751;0.5211918877426535
00001;162;00755;0.5211918877426535
00001;163;00771;0.5211918877426535
00001;164;00785;0.5211918877426535
00001;165;00790;0.5211918877426535
00001;166;00794;0.5211918877426535
00001;167;00798;0.5211918877426535
00001;168;00807;0.5211918877426535
00001;169;00811;0.5211918877426535
00001;170;00812;0.5211918877426535
00001;171;00815;0.5211918877426535
00001;172;00822;0.5211918877426535
00001;173;00830;0.5211918877426535
00001;174;00852;0.5211918877426535
00001;175;00858;0.5211918877426535
00001;176;00860;0.5211918877426535
00001;177;00870;0.5211918877426535
00001;178;00895;0.5211918877426535
00001;179;00898;0.5211918877426535
00001;180;00899;0.5211918877426535
00001;181;00901;0.5211918877426535
00001;182;00902;0.5211918877426535
00001;183;00904;0.5211918877426535
00001;184;00905;0.5211918877426535
00001;185;00906;0.5211918877426535
00001;186;00912;0.5211918877426535
00001;187;00915;0.5211918877426535
00001;188;00926;0.5211918877426535
00001;189;00936;0.5211918877426535
00001;190;00944;0.5211918877426535
00001;191;00946;0.5211918877426535
00001;192;00951;0.5211918877426535
00001;193;00956;0.5211918877426535
00001;194;00959;0.5211918877426535
00001;195;00961;0.5211918877426535
00001;196;00963;0.5211918877426535
00001;197;00964;0.5211918877426535
