QueryNumber;Ranking;Doc;Similarity
00001;1;'00568';0.8075457836802235
00001;2;'00437';0.7575136068270378
00001;3;'00441';0.7443003853053182
00001;4;'00392';0.7403062409722111
00001;5;'00189';0.7306899445302086
00001;6;'00311';0.7257989363346092
00001;7;'00011';0.7178685695959932
00001;8;'00533';0.7097261366797478
00001;9;'00754';0.6835847403503656
00001;10;'00856';0.6795377245180717
00001;11;'00302';0.6759532851144802
00001;12;'00499';0.6597184474286267
00001;13;'00043';0.6531993858528208
00001;14;'00147';0.6515838533980152
00001;15;'00552';0.6514105648937246
00001;16;'00523';0.6480607727965642
00001;17;'00767';0.6480607727965642
00001;18;'00538';0.6480607357196994
00001;19;'00502';0.6460440466887684
00001;20;'00960';0.6458905034560656
00001;21;'01168';0.6418216966097382
00001;22;'00246';0.6413081640882609
00001;23;'01107';0.6413081640882609
00001;24;'00730';0.6403061158956554
00001;25;'00962';0.6360157083346358
00001;26;'01180';0.6353028492370008
00001;27;'00496';0.6351465138678811
00001;28;'00914';0.6346286638698216
00001;29;'00265';0.6313588141953652
00001;30;'00693';0.6298007835799688
00001;31;'00950';0.6291993809460596
00001;32;'00676';0.6290835678866217
00001;33;'00398';0.6204717800183007
00001;34;'00497';0.6204371224796109
00001;35;'01042';0.6204369561633553
00001;36;'00758';0.6176395150355444
00001;37;'00738';0.6122298165093982
00001;38;'00867';0.605507053260058
00001;39;'00527';0.6045492744473057
00001;40;'00957';0.6044167596528843
00001;41;'00139';0.6019612399351394
00001;42;'00875';0.5993067906442971
00001;43;'00543';0.5984046049270432
00001;44;'00451';0.591063697781072
00001;45;'00439';0.5905836003757735
00001;46;'00052';0.5875080242375045
00001;47;'00430';0.5871557047115046
00001;48;'00999';0.5850092729711994
00001;49;'00520';0.5806461609653099
00001;50;'01188';0.5786482862947114
00001;51;'01016';0.5779065768301398
00001;52;'00982';0.5768653239763474
00001;53;'00742';0.5710911027821962
00001;54;'01199';0.5613291416493431
00001;55;'00151';0.5467597185954916
00001;56;'01201';0.5462405906051727
00001;57;'00166';0.5345221033406522
00001;58;'00710';0.5345221029103896
00001;59;'00185';0.5345182883148056
00001;60;'01135';0.5345182883148056
00001;61;'01005';0.5344950994221933
00001;62;'00936';0.5343638511361534
00001;63;'01205';0.5343638464483387
00001;64;'00564';0.5343479572420209
00001;65;'00063';0.5343085760266726
00001;66;'00218';0.5343085760266726
00001;67;'00852';0.5343085760266726
00001;68;'00150';0.5343085618578358
00001;69;'00734';0.5342709642413451
00001;70;'00510';0.5342709497438813
00001;71;'00263';0.5341412657190769
00001;72;'01102';0.5341412608648317
00001;73;'00964';0.5341280175706534
00001;74;'00582';0.5340898490003441
00001;75;'00989';0.5340136446527629
00001;76;'00411';0.5338889818204152
00001;77;'00531';0.5338586170169535
00001;78;'00061';0.533826632109739
00001;79;'00106';0.533826632109739
00001;80;'00542';0.5338265935530113
00001;81;'00651';0.5338265935530113
00001;82;'00970';0.5338265935530113
00001;83;'00281';0.5338265928965457
00001;84;'00290';0.5338265928965457
00001;85;'00901';0.533783076620543
00001;86;'01173';0.533783076620543
00001;87;'00969';0.5334741884857638
00001;88;'01026';0.5330209994907611
00001;89;'00850';0.5330209760052644
00001;90;'01181';0.5325119964772526
00001;91;'00648';0.5325119909424223
00001;92;'00597';0.5325119841048311
00001;93;'00912';0.5325119841048311
00001;94;'00471';0.5325119720561656
00001;95;'00899';0.5325119720561656
00001;96;'01078';0.5322524874028219
00001;97;'00526';0.531724623689739
00001;98;'00436';0.5310213061207812
00001;99;'00731';0.5310213061207812
00001;100;'00986';0.5310213061207812
00001;101;'01210';0.5310213061207812
00001;102;'00205';0.5310212766159392
00001;103;'00684';0.5310212766159392
00001;104;'01066';0.5310212766159392
00001;105;'01117';0.5310212766159392
00001;106;'01169';0.5310212766159392
00001;107;'01125';0.5310212752364245
00001;108;'00314';0.5310212738569091
00001;109;'00320';0.5310212738569091
00001;110;'00394';0.5310212738569091
00001;111;'00455';0.5310212738569091
00001;112;'00466';0.5310212738569091
00001;113;'00489';0.5310212738569091
00001;114;'00562';0.5310212738569091
00001;115;'00602';0.5310212738569091
00001;116;'00614';0.5310212738569091
00001;117;'00965';0.5310212738569091
00001;118;'01040';0.5310212738569091
00001;119;'01050';0.5310212738569091
00001;120;'01106';0.5310212738569091
00001;121;'01161';0.5310212738569091
00001;122;'00059';0.5310212704596676
00001;123;'00536';0.5310212704596676
00001;124;'00815';0.5310212704596676
00001;125;'00944';0.5310212683388389
00001;126;'00269';0.5310212526290304
00001;127;'00454';0.5310212526290304
00001;128;'00785';0.5310212526290304
00001;129;'00906';0.5310212526290304
00001;130;'00858';0.5310212152689798
00001;131;'00501';0.5309499737030255
00001;132;'01145';0.5309499737030255
00001;133;'00144';0.5294342811020515
00001;134;'00722';0.5294342811020515
00001;135;'00711';0.5292365361429511
00001;136;'00810';0.5273806023668607
00001;137;'00055';0.5272515870401664
00001;138;'00606';0.5269309709541821
00001;139;'01206';0.5267273170490432
00001;140;'00208';0.5262504369215918
00001;141;'00453';0.5262503712409023
00001;142;'00878';0.5262503712409023
00001;143;'00959';0.5255693388988404
00001;144;'00141';0.525102710743749
00001;145;'00860';0.5251026901373256
00001;146;'00805';0.5240267630091974
00001;147;'00187';0.5237561076021977
00001;148;'00968';0.5216768243314982
00001;149;'00589';0.5216768200057482
00001;150;'01165';0.5216768200057482
00001;151;'01238';0.5215508038915504
00001;152;'00790';0.5212595244582977
00001;153;'00031';0.5212595174111799
00001;154;'00089';0.5212595174111799
00001;155;'00694';0.5212595174111799
00001;156;'00751';0.5212595174111799
00001;157;'00870';0.5212595174111799
00001;158;'01179';0.5212595174111799
00001;159;'00438';0.5212594892226533
00001;160;'01099';0.5212594892226533
00001;161;'00705';0.521259417236032
00001;162;'00902';0.5212593410560994
00001;163;'00358';0.5201591342192708
00001;164;'00766';0.5191390660667884
00001;165;'01197';0.519138962818422
00001;166;'01103';0.5187410675867811
00001;167;'01227';0.5187410163625584
00001;168;'00288';0.5187409822130686
00001;169;'00459';0.5187409312545742
00001;170;'01071';0.5187409312545742
00001;171;'00397';0.5181076016098632
00001;172;'00366';0.518107491101213
00001;173;'00680';0.5181074807922665
00001;174;'00755';0.5181074807922665
00001;175;'00596';0.5178336256032423
00001;176;'01234';0.5178335426451351
00001;177;'00741';0.516706923729722
00001;178;'00840';0.5158791524731698
00001;179;'00347';0.5158227008497993
00001;180;'00122';0.5156087451868174
00001;181;'00987';0.5152058332279592
00001;182;'00988';0.5139589005449268
00001;183;'00296';0.5137616689493142
00001;184;'00836';0.5137616689493142
00001;185;'00958';0.5137616689493142
00001;186;'01215';0.5137616689493142
00001;187;'01041';0.5137615443915492
00001;188;'00316';0.5137614942183494
00001;189;'00733';0.5137614691316825
00001;190;'00546';0.513761375713122
00001;191;'01003';0.5137612070338092
00001;192;'00827';0.5125442863143633
00001;193;'00998';0.5121596153774209
00001;194;'00753';0.5120760016780215
00001;195;'00511';0.5113148217954723
00001;196;'00352';0.5111604242583467
00001;197;'00333';0.5111603840334653
00001;198;'00689';0.5108500311953708
00001;199;'00830';0.5108500311953708
00001;200;'00926';0.5108500311953708
00001;201;'01091';0.5108500311953708
00001;202;'01163';0.5108500311953708
00001;203;'01159';0.510850014020945
00001;204;'00206';0.5108499555420396
00001;205;'00313';0.5108499555420396
00001;206;'01172';0.5108499555420396
00001;207;'00355';0.5108499125343452
00001;208;'00143';0.5108498970630408
00001;209;'00424';0.5108498970630408
00001;210;'00633';0.5076271029503208
00001;211;'00812';0.5076271029503208
00001;212;'01067';0.5076271029503208
00001;213;'00478';0.507253873452029
00001;214;'00047';0.5072537521701247
00001;215;'00503';0.5072537521701247
00001;216;'00658';0.5061230022114541
00001;217;'00563';0.5039681889038092
00001;218;'00201';0.5039681889038091
00001;219;'00211';0.5037519193340785
00001;220;'00004';0.5037519094298262
00001;221;'00243';0.5032049429652856
00001;222;'00467';0.5028717495394239
00001;223;'00539';0.5028716905280751
00001;224;'00096';0.502871590801149
00001;225;'00067';0.5018769302987559
00001;226;'00287';0.5018769302987559
00001;227;'01055';0.5018768132571355
00001;228;'00876';0.5018767116865442
00001;229;'00636';0.501529256032344
00001;230;'00440';0.5015291052774542
00001;231;'00461';0.501529100382726
00001;232;'00505';0.5015290225577869
00001;233;'00967';0.5015290225577869
00001;234;'00469';0.5003315265314493
00001;235;'00107';0.4999983486360298
00001;236;'00848';0.4999983486360298
00001;237;'01081';0.49999822338812294
00001;238;'00386';0.49993905448612236
00001;239;'00765';0.49993871783343463
00001;240;'00179';0.49676716801968174
00001;241;'00567';0.4965534403804648
00001;242;'00529';0.4961977980962096
00001;243;'00532';0.4961977509793112
00001;244;'01139';0.4961977253218633
00001;245;'00975';0.49500561025389267
00001;246;'00174';0.4948333703036586
00001;247;'00427';0.4948333703036586
00001;248;'00905';0.4948333703036586
00001;249;'01224';0.4948333703036586
00001;250;'00669';0.49483332704303107
00001;251;'00811';0.49483332704303107
00001;252;'00973';0.4929981581201344
00001;253;'00083';0.4907282506072483
