QueryID;F1;Precision@5;Precision@10
1;0.05659298803292954;0.0;0.0
2;0.02039472024762331;0.0;0.0
3;0.0766190995578535;0.0;0.0
4;0.04202389301637566;0.0;0.0
5;0.2043123048162318;0.0;0.0
6;0.0481304132483971;0.0;0.0
7;0.040799124036972514;0.0;0.0
8;0.045087027481966774;0.0;0.0
9;0.027683551675401145;0.0;0.0
10;0.04568891930475982;0.0;0.0
11;0.055594446347887426;0.0;0.0
12;0.015493251665901328;0.0;0.0
13;0.03582798511434453;0.0;0.0
14;0.09224078398039962;0.2;0.1
15;0.15992984154194467;0.2;0.1
16;0.21462294842528734;0.2;0.2
17;0.07199552478161843;0.0;0.0
18;0.03948954440659978;0.0;0.0
19;0.03734652717189842;0.0;0.0
20;0.06947245256593867;0.0;0.0
21;0.041231061800415615;0.0;0.0
22;0.1360475841983488;0.2;0.2
23;0.07686477202279778;0.0;0.3
24;0.04814237417617629;0.0;0.0
25;0.11984368899859335;0.0;0.0
26;0.09514591063424047;0.0;0.0
27;0.025300235221083024;0.0;0.0
28;0.09472436182230952;0.0;0.0
29;0.08978740196814113;0.0;0.0
30;0.024381069482644378;0.0;0.0
31;0.07207100203586117;0.0;0.0
32;0.04664835526912911;0.0;0.0
33;0.10731871178813626;0.0;0.0
34;0.11162665417536784;0.0;0.0
35;0.014965752748157665;0.0;0.0
36;0.019016424055714402;0.0;0.0
37;0.18061244033977225;0.4;0.2
38;0.07893830658199759;0.2;0.1
39;0.2531528533755396;0.2;0.1
40;0.2087624587342575;0.4;0.3
41;0.02272698064538422;0.0;0.0
42;0.07513612774479662;0.2;0.1
43;0.22314058328993022;0.4;0.2
44;0.20231989347582857;0.0;0.0
45;0.044093387911170304;0.0;0.0
46;0.0309780599600873;0.0;0.0
47;0.10422885895531751;0.0;0.0
48;0.06202155257944326;0.0;0.0
49;0.06839160655305324;0.0;0.0
50;0.03572548947020727;0.0;0.0
51;0.2771180657154161;0.2;0.1
52;0.006593962017474574;0.0;0.0
53;0.06298970279249971;0.2;0.2
54;0.08561076108787907;0.0;0.1
55;0.040481516565986045;0.0;0.0
56;0.0605405278801024;0.0;0.0
57;0.10887536537331564;0.4;0.4
58;0.1680089455407751;0.4;0.3
59;0.19777462776199775;0.4;0.3
60;0.0757101797617109;0.0;0.1
61;0.09573176305182446;0.0;0.1
62;0.18247883167762494;0.0;0.1
63;0.06219972495478292;0.2;0.1
64;0.09298178399566712;0.0;0.0
65;0.1388968386005289;0.0;0.0
66;0.10215849822997058;0.2;0.3
67;0.036017751655661776;0.0;0.0
68;0.06996980776408646;0.0;0.1
69;0.029074479196783097;0.0;0.0
70;0.023513267447177483;0.0;0.0
71;0.02355460048718673;0.0;0.0
72;0.0229509880682091;0.0;0.0
73;0.028814810614152354;0.0;0.0
74;0.009915012341152881;0.0;0.0
75;0.03626815381013492;0.0;0.0
76;0.019396460757287896;0.0;0.0
77;0.09252588485979409;0.0;0.0
78;0.11940471092853495;0.0;0.0
79;0.07168477870863907;0.0;0.0
80;0.0999366704106545;0.0;0.0
81;0.05356990339875725;0.0;0.0
82;0.09290135502496762;0.0;0.0
83;0.04777687271453206;0.0;0.0
84;0.028834111743603452;0.0;0.1
85;0.05354964250343245;0.0;0.0
86;0.07074875495598192;0.0;0.1
87;0.054556784692721794;0.0;0.0
88;0.01949400131915849;0.0;0.0
89;0.042117871317971456;0.0;0.0
90;0.049348439972592716;0.0;0.1
91;0.29752175897335725;0.6;0.5
92;0.14769201373658977;0.0;0.0
94;0.12788041575256814;0.0;0.0
95;0.03233618315843223;0.0;0.1
96;0.029986515200293933;0.0;0.1
97;0.03583584930752811;0.0;0.0
98;0.03792807947674961;0.0;0.0
99;0.011384167704939012;0.0;0.0
100;0.018535851966303998;0.0;0.0
